chr,start,end,id,orientation
chr5,128129641,128129659,34512,-
chr5,128129600,128129618,34513,+
chr5,128132467,128132485,34514,-
chr5,128137077,128137095,34515,+
chr5,128137115,128137133,34516,-
chr5,128138821,128138839,34517,-
chr5,128139880,128139898,34518,-
chr5,128154505,128154523,34519,+
chr5,128180657,128180675,34520,-
chr5,128188716,128188734,34521,+
chr5,128195924,128195942,34522,-
chr5,128237237,128237255,34523,+
chr5,128281473,128281491,34524,+
chr5,128341525,128341543,34525,+
chr5,128365655,128365673,34526,+
chr5,128366924,128366942,34527,+
chr5,128371142,128371160,34528,+
chr5,128418475,128418493,34529,-
chr5,128423746,128423764,34530,+
chr5,128446252,128446270,34531,+
chr5,128518222,128518240,34532,+
chr5,128579967,128579985,34533,-
chr5,128579418,128579436,34534,+
chr5,128592229,128592247,34535,-
chr5,128593072,128593090,34536,-
chr5,128632026,128632044,34537,-
chr5,128632031,128632049,34538,+
chr5,128747342,128747360,34539,-
chr5,128801334,128801352,34540,-
chr5,128884233,128884251,34541,+
chr5,128895336,128895354,34542,+
chr5,128898043,128898061,34543,-
chr5,128903845,128903863,34544,-
chr5,128909888,128909906,34545,-
chr5,128927751,128927769,34546,-
chr5,128942936,128942954,34547,-
chr5,128945915,128945933,34548,-
chr5,128956874,128956892,34549,-
chr5,128956755,128956773,34550,+
chr5,128966692,128966710,34551,-
chr5,128986869,128986887,34552,-
chr5,128994920,128994938,34553,+
chr5,128997218,128997236,34554,+
chr5,128996701,128996719,34555,-
chr5,128996716,128996734,34556,-
chr5,129028736,129028754,34557,+
chr5,129028726,129028744,34558,+
chr5,129033329,129033347,34559,+
chr5,129080505,129080523,34560,-
chr5,129143359,129143377,34561,+
chr5,129168933,129168951,34562,+
chr5,129171105,129171123,34563,-
chr5,129187531,129187549,34564,+
chr5,129193197,129193215,34565,+
chr5,129193187,129193205,34566,+
chr5,129200165,129200183,34567,+
chr5,129210578,129210596,34568,+
chr5,129212556,129212574,34569,-
chr5,129217920,129217938,34570,-
chr5,129235353,129235371,34571,-
chr5,129235148,129235166,34572,-
chr5,129236710,129236728,34573,+
chr5,129236708,129236726,34574,-
chr5,129238651,129238669,34575,+
chr5,129238685,129238703,34576,+
chr5,129240052,129240070,34577,-
chr5,129239979,129239997,34578,-
chr5,129245892,129245910,34579,+
chr5,129282456,129282474,34580,-
chr5,129301067,129301085,34581,-
chr5,129314609,129314627,34582,+
chr5,129314876,129314894,34583,-
chr5,129315132,129315150,34584,+
chr5,129319174,129319192,34585,-
chr5,129350046,129350064,34586,+
chr5,129419883,129419901,34587,-
chr5,129422382,129422400,34588,-
chr5,129453155,129453173,34589,+
chr5,129459462,129459480,34590,+
chr5,129460411,129460429,34591,-
chr5,129470418,129470436,34592,-
chr5,129475209,129475227,34593,-
chr5,129477410,129477428,34594,-
chr5,129476915,129476933,34595,-
chr5,129477400,129477418,34596,-
chr5,129482392,129482410,34597,-
chr5,129484137,129484155,34598,-
chr5,129484099,129484117,34599,+
chr5,129485029,129485047,34600,-
chr5,129485008,129485026,34601,-
chr5,129487636,129487654,34602,-
chr5,129531036,129531054,34603,-
chr5,129532701,129532719,34604,+
chr5,129532735,129532753,34605,-
chr5,129539834,129539852,34606,-
chr5,129542745,129542763,34607,-
chr5,129557979,129557997,34608,+
chr5,129565177,129565195,34609,+
chr5,129565147,129565165,34610,+
chr5,129565157,129565175,34611,+
chr5,129565167,129565185,34612,+
chr5,129567638,129567656,34613,+
chr5,129569349,129569367,34614,+
chr5,129667731,129667749,34615,-
chr5,129683933,129683951,34616,+
chr5,129692310,129692328,34617,+
chr5,129725430,129725448,34618,-
chr5,129742421,129742439,34619,-
chr5,129837306,129837324,34620,+
chr5,129838076,129838094,34621,+
chr5,129860944,129860962,34622,-
chr5,129927050,129927068,34623,-
chr5,129927060,129927078,34624,-
chr5,129962798,129962816,34625,-
chr5,130042569,130042587,34626,+
chr5,130089758,130089776,34627,-
chr5,130089855,130089873,34628,+
chr5,130092087,130092105,34629,-
chr5,130092202,130092220,34630,-
chr5,130100199,130100217,34631,-
chr5,130108292,130108310,34632,+
chr5,130108006,130108024,34633,+
chr5,130117116,130117134,34634,+
chr5,130126684,130126702,34635,+
chr5,130230869,130230887,34636,-
chr5,130230835,130230853,34637,-
chr5,130247062,130247080,34638,-
chr5,130286195,130286213,34639,+
chr5,130331179,130331197,34640,+
chr5,130331155,130331173,34641,-
chr5,130332484,130332502,34642,-
chr5,130340563,130340581,34643,+
chr5,130340790,130340808,34644,+
chr5,130340402,130340420,34645,-
chr5,130355057,130355075,34646,-
chr5,130390096,130390114,34647,+
chr5,130398031,130398049,34648,-
chr5,130411033,130411051,34649,-
chr5,130473754,130473772,34650,+
chr5,130475155,130475173,34651,+
chr5,130475254,130475272,34652,+
chr5,130475153,130475171,34653,-
chr5,130475257,130475275,34654,+
chr5,130483407,130483425,34655,+
chr5,130485437,130485455,34656,+
chr5,130487001,130487019,34657,+
chr5,130491165,130491183,34658,+
chr5,130499719,130499737,34659,+
chr5,130512368,130512386,34660,+
chr5,130512406,130512424,34661,-
chr5,130514078,130514096,34662,-
chr5,130520208,130520226,34663,+
chr5,130523098,130523116,34664,-
chr5,130541625,130541643,34665,+
chr5,130556327,130556345,34666,+
chr5,130557567,130557585,34667,-
chr5,130573031,130573049,34668,-
chr5,130615470,130615488,34669,-
chr5,130620842,130620860,34670,-
chr5,130639775,130639793,34671,-
chr5,130698783,130698801,34672,+
chr5,130730359,130730377,34673,+
chr5,130739537,130739555,34674,-
chr5,130742743,130742761,34675,+
chr5,130743391,130743409,34676,+
chr5,130743080,130743098,34677,-
chr5,130748401,130748419,34678,+
chr5,130751565,130751583,34679,+
chr5,130751552,130751570,34680,-
chr5,130759814,130759832,34681,+
chr5,130766309,130766327,34682,-
chr5,130766319,130766337,34683,-
chr5,130772135,130772153,34684,-
chr5,130780559,130780577,34685,+
chr5,130786151,130786169,34686,+
chr5,130786202,130786220,34687,-
chr5,130790978,130790996,34688,+
chr5,130790965,130790983,34689,-
chr5,130823657,130823675,34690,-
chr5,130834985,130835003,34691,+
chr5,130869661,130869679,34692,+
chr5,130881266,130881284,34693,+
chr5,130952798,130952816,34694,-
chr5,130991449,130991467,34695,+
chr5,130996597,130996615,34696,+
chr5,131042350,131042368,34697,-
chr5,131060974,131060992,34698,+
chr5,131062316,131062334,34699,+
chr5,131095442,131095460,34700,+
chr5,131194407,131194425,34701,+
chr5,131204802,131204820,34702,-
chr5,131233577,131233595,34703,+
chr5,131287348,131287366,34704,-
chr5,131288028,131288046,34705,-
chr5,131289159,131289177,34706,-
chr5,131309397,131309415,34707,-
chr5,131311714,131311732,34708,+
chr5,131311709,131311727,34709,-
chr5,131329399,131329417,34710,-
chr5,131329445,131329463,34711,-
chr5,131334201,131334219,34712,-
chr5,131335776,131335794,34713,-
chr5,131345930,131345948,34714,+
chr5,131345920,131345938,34715,+
chr5,131372050,131372068,34716,-
chr5,131396002,131396020,34717,+
chr5,131396139,131396157,34718,-
chr5,131395992,131396010,34719,+
chr5,131403194,131403212,34720,-
chr5,131427182,131427200,34721,+
chr5,131434039,131434057,34722,-
chr5,131454052,131454070,34723,-
chr5,131483884,131483902,34724,+
chr5,131484192,131484210,34725,-
chr5,131485559,131485577,34726,+
chr5,131553744,131553762,34727,+
chr5,131583270,131583288,34728,+
chr5,131632377,131632395,34729,+
chr5,131715848,131715866,34730,+
chr5,131715904,131715922,34731,-
chr5,131727979,131727997,34732,+
chr5,131736741,131736759,34733,-
chr5,131736751,131736769,34734,-
chr5,131754078,131754096,34735,-
chr5,131756418,131756436,34736,-
chr5,131898788,131898806,34737,-
chr5,131904083,131904101,34738,-
chr5,131906208,131906226,34739,-
chr5,131905590,131905608,34740,-
chr5,131935601,131935619,34741,+
chr5,131968621,131968639,34742,-
chr5,131968571,131968589,34743,+
chr5,131974938,131974956,34744,-
chr5,132005568,132005586,34745,-
chr5,132014685,132014703,34746,+
chr5,132014784,132014802,34747,-
chr5,132073807,132073825,34748,-
chr5,132188510,132188528,34749,+
chr5,132440322,132440340,34750,+
chr5,132453598,132453616,34751,-
chr5,132536167,132536185,34752,-
chr5,132590960,132590978,34753,-
chr5,132707719,132707737,34754,+
chr5,132979485,132979503,34755,+
chr5,133069276,133069294,34756,+
chr5,133093293,133093311,34757,-
chr5,133317860,133317878,34758,-
chr5,133415770,133415788,34759,+
chr5,133444280,133444298,34760,-
chr5,133503654,133503672,34761,+
chr5,133532254,133532272,34762,-
chr5,133867918,133867936,34763,-
chr5,134061240,134061258,34764,-
chr5,134142563,134142581,34765,-
chr5,134142566,134142584,34766,-
chr5,134271710,134271728,34767,-
chr5,134278100,134278118,34768,-
chr5,134291515,134291533,34769,+
chr5,134374307,134374325,34770,-
chr5,134384344,134384362,34771,-
chr5,134482816,134482834,34772,-
chr5,134489275,134489293,34773,-
chr5,134489298,134489316,34774,-
chr5,134497724,134497742,34775,+
chr5,134500868,134500886,34776,-
chr5,134528673,134528691,34777,+
chr5,134539738,134539756,34778,-
chr5,134543992,134544010,34779,-
chr5,134550448,134550466,34780,-
chr5,134552260,134552278,34781,-
chr5,134554502,134554520,34782,+
chr5,134582262,134582280,34783,-
chr5,134610767,134610785,34784,-
chr5,134615492,134615510,34785,-
chr5,134621062,134621080,34786,-
chr5,134621169,134621187,34787,+
chr5,134641340,134641358,34788,+
chr5,134649252,134649270,34789,+
chr5,134649361,134649379,34790,-
chr5,134655896,134655914,34791,+
chr5,134663377,134663395,34792,+
chr5,134703644,134703662,34793,+
chr5,134729884,134729902,34794,-
chr5,134729846,134729864,34795,+
chr5,134776017,134776035,34796,+
chr5,134817376,134817394,34797,-
chr5,134821518,134821536,34798,+
chr5,134821546,134821564,34799,-
chr5,134823105,134823123,34800,-
chr5,134849971,134849989,34801,+
chr5,134849330,134849348,34802,-
chr5,134849958,134849976,34803,-
chr5,134861161,134861179,34804,+
chr5,134861159,134861177,34805,-
chr5,134949992,134950010,34806,-
chr5,134951271,134951289,34807,-
chr5,134961994,134962012,34808,-
chr5,134965707,134965725,34809,-
chr5,134965710,134965728,34810,-
chr5,134966574,134966592,34811,+
chr5,134966472,134966490,34812,+
chr5,134966709,134966727,34813,+
chr5,134967887,134967905,34814,+
chr5,134968129,134968147,34815,-
chr5,134970307,134970325,34816,+
chr5,134976116,134976134,34817,+
chr5,134983350,134983368,34818,+
chr5,134983340,134983358,34819,+
chr5,135002382,135002400,34820,-
chr5,135021308,135021326,34821,-
chr5,135050865,135050883,34822,-
chr5,135052575,135052593,34823,-
chr5,135058479,135058497,34824,-
chr5,135082373,135082391,34825,+
chr5,135093094,135093112,34826,-
chr5,135122540,135122558,34827,-
chr5,135126993,135127011,34828,-
chr5,135144533,135144551,34829,+
chr5,135144695,135144713,34830,-
chr5,135164755,135164773,34831,-
chr5,135171150,135171168,34832,+
chr5,135180183,135180201,34833,-
chr5,135224297,135224315,34834,+
chr5,135224479,135224497,34835,+
chr5,135224108,135224126,34836,+
chr5,135224322,135224340,34837,+
chr5,135257030,135257048,34838,+
chr5,135267404,135267422,34839,+
chr5,135280714,135280732,34840,+
chr5,135341139,135341157,34841,+
chr5,135368787,135368805,34842,+
chr5,135377029,135377047,34843,-
chr5,135383149,135383167,34844,+
chr5,135394089,135394107,34845,+
chr5,135394100,135394118,34846,-
chr5,135408927,135408945,34847,+
chr5,135441555,135441573,34848,-
chr5,135442275,135442293,34849,-
chr5,135442544,135442562,34850,+
chr5,135477412,135477430,34851,+
chr5,135483938,135483956,34852,+
chr5,135489161,135489179,34853,+
chr5,135488785,135488803,34854,+
chr5,135489288,135489306,34855,+
chr5,135489060,135489078,34856,-
chr5,135488620,135488638,34857,-
chr5,135491541,135491559,34858,+
chr5,135491488,135491506,34859,-
chr5,135492420,135492438,34860,+
chr5,135506157,135506175,34861,+
chr5,135510654,135510672,34862,+
chr5,135510704,135510722,34863,-
chr5,135510675,135510693,34864,+
chr5,135536292,135536310,34865,+
chr5,135551733,135551751,34866,-
chr5,135554211,135554229,34867,+
chr5,135554209,135554227,34868,-
chr5,135580070,135580088,34869,-
chr5,135583758,135583776,34870,+
chr5,135588019,135588037,34871,-
chr5,135594506,135594524,34872,+
chr5,135596829,135596847,34873,-
chr5,135599320,135599338,34874,-
chr5,135610616,135610634,34875,-
chr5,135632550,135632568,34876,+
chr5,135651120,135651138,34877,-
chr5,135661658,135661676,34878,+
chr5,135667725,135667743,34879,-
chr5,135684250,135684268,34880,+
chr5,135701968,135701986,34881,-
chr5,135712639,135712657,34882,+
chr5,135733608,135733626,34883,-
chr5,135762300,135762318,34884,-
chr5,135795940,135795958,34885,-
chr5,135829581,135829599,34886,+
chr5,135839647,135839665,34887,-
chr5,135843895,135843913,34888,+
chr5,135844108,135844126,34889,-
chr5,135849710,135849728,34890,-
chr5,135871855,135871873,34891,+
chr5,135876310,135876328,34892,+
chr5,135904833,135904851,34893,+
chr5,135904820,135904838,34894,-
chr5,135909922,135909940,34895,-
chr5,135930308,135930326,34896,-
chr5,135935539,135935557,34897,-
chr5,135965013,135965031,34898,-
chr5,135970313,135970331,34899,-
chr5,135971530,135971548,34900,-
chr5,135987154,135987172,34901,+
chr5,136005345,136005363,34902,-
chr5,136011125,136011143,34903,+
chr5,136021515,136021533,34904,-
chr5,136026956,136026974,34905,+
chr5,136026977,136026995,34906,-
chr5,136088344,136088362,34907,-
chr5,136092113,136092131,34908,+
chr5,136092040,136092058,34909,+
chr5,136092312,136092330,34910,-
chr5,136106670,136106688,34911,-
chr5,136178968,136178986,34912,-
chr5,136213209,136213227,34913,+
chr5,136213315,136213333,34914,-
chr5,136239595,136239613,34915,-
chr5,136270578,136270596,34916,+
chr5,136275813,136275831,34917,+
chr5,136279190,136279208,34918,+
chr5,136282623,136282641,34919,-
chr5,136282666,136282684,34920,+
chr5,136293861,136293879,34921,+
chr5,136323527,136323545,34922,-
chr5,136323641,136323659,34923,+
chr5,136331209,136331227,34924,-
chr5,136353818,136353836,34925,+
chr5,136353237,136353255,34926,+
chr5,136374086,136374104,34927,+
chr5,136376762,136376780,34928,+
chr5,136377383,136377401,34929,+
chr5,136377419,136377437,34930,+
chr5,136377373,136377391,34931,+
chr5,136379952,136379970,34932,+
chr5,136379955,136379973,34933,+
chr5,136393744,136393762,34934,+
chr5,136394644,136394662,34935,-
chr5,136405124,136405142,34936,-
chr5,136405086,136405104,34937,+
chr5,136410951,136410969,34938,-
chr5,136441745,136441763,34939,-
chr5,136442905,136442923,34940,+
chr5,136444838,136444856,34941,+
chr5,136445062,136445080,34942,+
chr5,136445100,136445118,34943,-
chr5,136458374,136458392,34944,+
chr5,136458384,136458402,34945,+
chr5,136463347,136463365,34946,+
chr5,136470932,136470950,34947,+
chr5,136470851,136470869,34948,-
chr5,136470853,136470871,34949,+
chr5,136522026,136522044,34950,+
chr5,136521416,136521434,34951,-
chr5,136520906,136520924,34952,+
chr5,136521531,136521549,34953,+
chr5,136537656,136537674,34954,-
chr5,136545478,136545496,34955,+
chr5,136558406,136558424,34956,-
chr5,136558372,136558390,34957,+
chr5,136565233,136565251,34958,-
chr5,136578172,136578190,34959,+
chr5,136580528,136580546,34960,+
chr5,136580606,136580624,34961,-
chr5,136592487,136592505,34962,+
chr5,136611890,136611908,34963,+
chr5,136613967,136613985,34964,-
chr5,136618819,136618837,34965,-
chr5,136619207,136619225,34966,+
chr5,136618781,136618799,34967,+
chr5,136644123,136644141,34968,-
chr5,136662820,136662838,34969,-
chr5,136677875,136677893,34970,+
chr5,136677788,136677806,34971,-
chr5,136691284,136691302,34972,+
chr5,136727076,136727094,34973,-
chr5,136727144,136727162,34974,+
chr5,136728968,136728986,34975,-
chr5,136728981,136728999,34976,+
chr5,136734890,136734908,34977,+
chr5,136735057,136735075,34978,-
chr5,136734756,136734774,34979,-
chr5,136735067,136735085,34980,-
chr5,136757366,136757384,34981,+
chr5,136803789,136803807,34982,-
chr5,136855442,136855460,34983,+
chr5,136855480,136855498,34984,-
chr5,137043492,137043510,34985,+
chr5,137044897,137044915,34986,+
chr5,137096025,137096043,34987,-
chr5,137132887,137132905,34988,-
chr5,137140578,137140596,34989,-
chr5,137140692,137140710,34990,-
chr5,137153433,137153451,34991,-
chr5,137181591,137181609,34992,+
chr5,137182894,137182912,34993,-
chr5,137182797,137182815,34994,-
chr5,137190940,137190958,34995,-
chr5,137231763,137231781,34996,-
chr5,137235838,137235856,34997,+
chr5,137240334,137240352,34998,-
chr5,137240336,137240354,34999,+
chr5,137249806,137249824,35000,+
chr5,137256532,137256550,35001,-
chr5,137266861,137266879,35002,+
chr5,137269855,137269873,35003,+
chr5,137274396,137274414,35004,+
chr5,137296972,137296990,35005,+
chr5,137316096,137316114,35006,+
chr5,137316093,137316111,35007,+
chr5,137357426,137357444,35008,-
chr5,137371690,137371708,35009,-
chr5,137380698,137380716,35010,+
chr5,137381703,137381721,35011,-
chr5,137405089,137405107,35012,+
chr5,137405158,137405176,35013,-
chr5,137405163,137405181,35014,+
chr5,137412359,137412377,35015,+
chr5,137415319,137415337,35016,+
chr5,137438630,137438648,35017,+
chr5,137438628,137438646,35018,-
chr5,137446875,137446893,35019,-
chr5,137446728,137446746,35020,+
chr5,137457105,137457123,35021,+
chr5,137486055,137486073,35022,+
chr5,137489654,137489672,35023,+
chr5,137490526,137490544,35024,-
chr5,137501177,137501195,35025,+
chr5,137580044,137580062,35026,+
chr5,137583113,137583131,35027,-
chr5,137598661,137598679,35028,+
chr5,137607516,137607534,35029,+
chr5,137640370,137640388,35030,+
chr5,137640423,137640441,35031,+
chr5,137719101,137719119,35032,+
chr5,137726458,137726476,35033,-
chr5,137726399,137726417,35034,-
chr5,137728085,137728103,35035,-
chr5,137730532,137730550,35036,+
chr5,137730520,137730538,35037,-
chr5,137732124,137732142,35038,+
chr5,137756962,137756980,35039,-
chr5,137775275,137775293,35040,+
chr5,137785257,137785275,35041,+
chr5,137790874,137790892,35042,+
chr5,137799797,137799815,35043,-
chr5,137817656,137817674,35044,-
chr5,137822571,137822589,35045,+
chr5,137922560,137922578,35046,+
chr5,137929038,137929056,35047,-
chr5,137943378,137943396,35048,+
chr5,137943108,137943126,35049,-
chr5,137944229,137944247,35050,-
chr5,137954658,137954676,35051,+
chr5,137959851,137959869,35052,+
chr5,138026431,138026449,35053,+
chr5,138056335,138056353,35054,-
chr5,138056297,138056315,35055,+
chr5,138082461,138082479,35056,+
chr5,138082801,138082819,35057,+
chr5,138082672,138082690,35058,+
chr5,138093904,138093922,35059,-
chr5,138096222,138096240,35060,+
chr5,138096161,138096179,35061,-
chr5,138098341,138098359,35062,+
chr5,138111668,138111686,35063,-
chr5,138182678,138182696,35064,-
chr5,138182836,138182854,35065,+
chr5,138182734,138182752,35066,-
chr5,138198663,138198681,35067,-
chr5,138201538,138201556,35068,-
chr5,138207718,138207736,35069,-
chr5,138212127,138212145,35070,+
chr5,138229065,138229083,35071,-
chr5,138229068,138229086,35072,-
chr5,138229033,138229051,35073,+
chr5,138319262,138319280,35074,-
chr5,138327288,138327306,35075,+
chr5,138334377,138334395,35076,+
chr5,138378659,138378677,35077,+
chr5,138414567,138414585,35078,-
chr5,138531694,138531712,35079,+
chr5,138533080,138533098,35080,+
chr5,138533118,138533136,35081,-
chr5,138532933,138532951,35082,-
chr5,138579334,138579352,35083,-
chr5,138597115,138597133,35084,-
chr5,138663494,138663512,35085,+
chr5,138669448,138669466,35086,-
chr5,138694515,138694533,35087,-
chr5,138724960,138724978,35088,+
chr5,138729275,138729293,35089,+
chr5,138899797,138899815,35090,-
chr5,138915004,138915022,35091,+
chr5,138994141,138994159,35092,-
chr5,139013054,139013072,35093,-
chr5,139059763,139059781,35094,-
chr5,139061079,139061097,35095,+
chr5,139098090,139098108,35096,-
chr5,139100098,139100116,35097,-
chr5,139293189,139293207,35098,+
chr5,139324220,139324238,35099,+
chr5,139324230,139324248,35100,+
chr5,139333396,139333414,35101,+
chr5,139472433,139472451,35102,-
chr5,139551283,139551301,35103,+
chr5,139561277,139561295,35104,-
chr5,139564304,139564322,35105,-
chr5,139598422,139598440,35106,-
chr5,139655051,139655069,35107,-
chr5,139655419,139655437,35108,+
chr5,139655417,139655435,35109,-
chr5,139655063,139655081,35110,+
chr5,139655284,139655302,35111,-
chr5,139685492,139685510,35112,+
chr5,139685462,139685480,35113,+
chr5,139746450,139746468,35114,-
chr5,139758338,139758356,35115,+
chr5,139759934,139759952,35116,-
chr5,139772754,139772772,35117,-
chr5,139772717,139772735,35118,+
chr5,139801522,139801540,35119,-
chr5,139807836,139807854,35120,+
chr5,139810548,139810566,35121,+
chr5,139820177,139820195,35122,+
chr5,139829652,139829670,35123,-
chr5,139831369,139831387,35124,-
chr5,139834749,139834767,35125,-
chr5,139834834,139834852,35126,+
chr5,139840292,139840310,35127,+
chr5,139874499,139874517,35128,-
chr5,139874584,139874602,35129,+
chr5,139893115,139893133,35130,+
chr5,139893623,139893641,35131,-
chr5,139893410,139893428,35132,+
chr5,139913503,139913521,35133,-
chr5,139945249,139945267,35134,-
chr5,139945738,139945756,35135,+
chr5,139973079,139973097,35136,-
chr5,139981208,139981226,35137,-
chr5,140012377,140012395,35138,+
chr5,140029788,140029806,35139,+
chr5,140063592,140063610,35140,+
chr5,140138601,140138619,35141,-
chr5,140144673,140144691,35142,-
chr5,140145547,140145565,35143,-
chr5,140163830,140163848,35144,-
chr5,140173118,140173136,35145,-
chr5,140173247,140173265,35146,+
chr5,140173121,140173139,35147,-
chr5,140179033,140179051,35148,-
chr5,140193839,140193857,35149,+
chr5,140193971,140193989,35150,-
chr5,140198829,140198847,35151,+
chr5,140221930,140221948,35152,-
chr5,140226688,140226706,35153,-
chr5,140230898,140230916,35154,-
chr5,140230855,140230873,35155,+
chr5,140240439,140240457,35156,-
chr5,140251734,140251752,35157,-
chr5,140251861,140251879,35158,+
chr5,140279915,140279933,35159,-
chr5,140285479,140285497,35160,+
chr5,140285593,140285611,35161,-
chr5,140293446,140293464,35162,-
chr5,140294948,140294966,35163,-
chr5,140303746,140303764,35164,+
chr5,140314570,140314588,35165,+
chr5,140314580,140314598,35166,+
chr5,140401918,140401936,35167,-
chr5,140409633,140409651,35168,-
chr5,140423597,140423615,35169,+
chr5,140423459,140423477,35170,+
chr5,140446463,140446481,35171,-
chr5,140461220,140461238,35172,+
chr5,140461307,140461325,35173,-
chr5,140518319,140518337,35174,-
chr5,140616352,140616370,35175,-
chr5,140616354,140616372,35176,+
chr5,140768317,140768335,35177,-
chr5,140808214,140808232,35178,-
chr5,140809777,140809795,35179,+
chr5,140812867,140812885,35180,-
chr5,140814953,140814971,35181,-
chr5,140872683,140872701,35182,-
chr5,140884958,140884976,35183,-
chr5,140887504,140887522,35184,-
chr5,140948482,140948500,35185,+
chr5,141012737,141012755,35186,-
chr5,141016233,141016251,35187,+
chr5,141022475,141022493,35188,-
chr5,141042047,141042065,35189,+
chr5,141044405,141044423,35190,+
chr5,141046670,141046688,35191,-
chr5,141083635,141083653,35192,+
chr5,141095570,141095588,35193,-
chr5,141095286,141095304,35194,-
chr5,141095296,141095314,35195,-
chr5,141095572,141095590,35196,+
chr5,141103734,141103752,35197,+
chr5,141105139,141105157,35198,+
chr5,141105006,141105024,35199,+
chr5,141112466,141112484,35200,-
chr5,141112476,141112494,35201,-
chr5,141120342,141120360,35202,-
chr5,141120304,141120322,35203,+
chr5,141140053,141140071,35204,-
chr5,141160661,141160679,35205,-
chr5,141208314,141208332,35206,+
chr5,141218016,141218034,35207,-
chr5,141219992,141220010,35208,-
chr5,141225721,141225739,35209,-
chr5,141225169,141225187,35210,+
chr5,141225125,141225143,35211,-
chr5,141225164,141225182,35212,-
chr5,141227099,141227117,35213,-
chr5,141228799,141228817,35214,+
chr5,141228695,141228713,35215,+
chr5,141323314,141323332,35216,+
chr5,141333451,141333469,35217,-
chr5,141333639,141333657,35218,-
chr5,141335878,141335896,35219,+
chr5,141345186,141345204,35220,+
chr5,141354796,141354814,35221,-
chr5,141365701,141365719,35222,-
chr5,141365690,141365708,35223,+
chr5,141410791,141410809,35224,-
chr5,141433258,141433276,35225,-
chr5,141439081,141439099,35226,-
chr5,141439107,141439125,35227,-
chr5,141473913,141473931,35228,+
chr5,141500574,141500592,35229,+
chr5,141543679,141543697,35230,+
chr5,141569781,141569799,35231,+
chr5,141587804,141587822,35232,+
chr5,141587802,141587820,35233,-
chr5,141685497,141685515,35234,-
chr5,141717275,141717293,35235,+
chr5,141717530,141717548,35236,+
chr5,142028387,142028405,35237,-
chr5,142040342,142040360,35238,+
chr5,142214846,142214864,35239,+
chr5,142214856,142214874,35240,+
chr5,142349886,142349904,35241,+
chr5,142461111,142461129,35242,+
chr5,142461230,142461248,35243,+
chr5,142460541,142460559,35244,+
chr5,142476370,142476388,35245,+
chr5,142484652,142484670,35246,-
chr5,142490517,142490535,35247,-
chr5,142556799,142556817,35248,+
chr5,142626908,142626926,35249,+
chr5,142638792,142638810,35250,-
chr5,142697243,142697261,35251,-
chr5,142716463,142716481,35252,-
chr5,142716248,142716266,35253,+
chr5,142718728,142718746,35254,+
chr5,142784659,142784677,35255,-
chr5,142795438,142795456,35256,-
chr5,142801708,142801726,35257,-
chr5,142803421,142803439,35258,-
chr5,142826735,142826753,35259,-
chr5,142843681,142843699,35260,-
chr5,142858941,142858959,35261,+
chr5,142858928,142858946,35262,-
chr5,142863852,142863870,35263,-
chr5,142870987,142871005,35264,+
chr5,142924290,142924308,35265,-
chr5,142924455,142924473,35266,-
chr5,142927342,142927360,35267,-
chr5,142954910,142954928,35268,+
chr5,142958664,142958682,35269,+
chr5,142975110,142975128,35270,+
chr5,142978552,142978570,35271,+
chr5,142981849,142981867,35272,+
chr5,143027219,143027237,35273,-
chr5,143027011,143027029,35274,-
chr5,143027150,143027168,35275,+
chr5,143033544,143033562,35276,+
chr5,143042336,143042354,35277,+
chr5,143048999,143049017,35278,+
chr5,143054344,143054362,35279,+
chr5,143054366,143054384,35280,+
chr5,143057704,143057722,35281,+
chr5,143057513,143057531,35282,+
chr5,143096041,143096059,35283,-
chr5,143099228,143099246,35284,-
chr5,143145807,143145825,35285,-
chr5,143149248,143149266,35286,+
chr5,143149209,143149227,35287,+
chr5,143188545,143188563,35288,-
chr5,143194174,143194192,35289,-
chr5,143199614,143199632,35290,+
chr5,143199692,143199710,35291,+
chr5,143529883,143529901,35292,+
chr5,143549146,143549164,35293,+
chr5,143604209,143604227,35294,-
chr5,143606268,143606286,35295,+
chr5,143616769,143616787,35296,-
chr5,143618268,143618286,35297,+
chr5,143618475,143618493,35298,+
chr5,143635604,143635622,35299,-
chr5,143635614,143635632,35300,-
chr5,143639165,143639183,35301,-
chr5,143639274,143639292,35302,+
chr5,143639134,143639152,35303,+
chr5,143638959,143638977,35304,+
chr5,143641185,143641203,35305,+
chr5,143667463,143667481,35306,+
chr5,143667660,143667678,35307,+
chr5,143667433,143667451,35308,-
chr5,143694186,143694204,35309,-
chr5,143697441,143697459,35310,-
chr5,143698178,143698196,35311,+
chr5,143698176,143698194,35312,-
chr5,143702766,143702784,35313,-
chr5,143702234,143702252,35314,+
chr5,143799029,143799047,35315,-
chr5,143805133,143805151,35316,-
chr5,143828360,143828378,35317,-
chr5,143846778,143846796,35318,+
chr5,143874706,143874724,35319,-
chr5,143892219,143892237,35320,+
chr5,143899603,143899621,35321,+
chr5,143899523,143899541,35322,+
chr5,143911422,143911440,35323,-
chr5,143911929,143911947,35324,+
chr5,143939412,143939430,35325,-
chr5,143941034,143941052,35326,+
chr5,143941186,143941204,35327,+
chr5,143966881,143966899,35328,+
chr5,144046650,144046668,35329,-
chr5,144056724,144056742,35330,+
chr5,144060413,144060431,35331,+
chr5,144060281,144060299,35332,-
chr5,144061557,144061575,35333,-
